State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Mandi,Mandi(Mandi),Squash(Chappal Kadoo),Squash(Chappal Kadoo),FAQ,25/07/2025,1491.0,1908.0,2056.0
Himachal Pradesh,Shimla,Rohroo,French Beans (Frasbean),Other,FAQ,25/07/2025,3231.0,4115.0,3241.0
Himachal Pradesh,Sirmore,Nahan,Cabbage,Other,FAQ,25/07/2025,1156.0,1547.0,1432.0
Himachal Pradesh,Sirmore,Nahan,Potato,Other,FAQ,25/07/2025,1468.0,2186.0,1940.0
Himachal Pradesh,Sirmore,Paonta Sahib,Coriander(Leaves),Other,FAQ,25/07/2025,4695.0,6504.0,5515.0
Himachal Pradesh,Sirmore,Paonta Sahib,French Beans (Frasbean),Other,FAQ,25/07/2025,6326.0,7336.0,6513.0
Himachal Pradesh,Sirmore,Paonta Sahib,Onion,Other,FAQ,25/07/2025,1662.0,2096.0,1935.0
Himachal Pradesh,Sirmore,Paonta Sahib,Tomato,Other,FAQ,25/07/2025,3618.0,5072.0,4861.0
Himachal Pradesh,Solan,Solan,Bottle gourd,Other,FAQ,25/07/2025,1924.0,3059.0,2498.0
Himachal Pradesh,Solan,Solan,Capsicum,Capsicum,FAQ,25/07/2025,1626.0,5253.0,3510.0
Himachal Pradesh,Solan,Solan,Garlic,Other,FAQ,25/07/2025,4266.0,9692.0,6197.0
Himachal Pradesh,Solan,Solan,Mashrooms,Other,FAQ,25/07/2025,9734.0,16068.0,12931.0
Himachal Pradesh,Solan,Solan,Pineapple,Other,Medium,25/07/2025,4318.0,6403.0,5288.0
Himachal Pradesh,Solan,Solan(Nalagarh),Bitter gourd,Other,FAQ,25/07/2025,3097.0,3784.0,3213.0
Himachal Pradesh,Solan,Solan(Nalagarh),Cabbage,Other,FAQ,25/07/2025,1517.0,2040.0,1797.0
Himachal Pradesh,Solan,Solan(Nalagarh),Garlic,Other,FAQ,25/07/2025,6725.0,9741.0,7378.0
Himachal Pradesh,Solan,Waknaghat,Capsicum,Capsicum,FAQ,25/07/2025,2982.0,4385.0,3671.0
Himachal Pradesh,Una,Una,Bhindi(Ladies Finger),Bhindi,FAQ,25/07/2025,1831.0,3170.0,2612.0
Himachal Pradesh,Una,Una,Carrot,Other,FAQ,25/07/2025,2358.0,3237.0,3174.0
Himachal Pradesh,Una,Una,Tomato,Tomato,FAQ,25/07/2025,3707.0,5456.0,3964.0
Uttar Pradesh,Agra,Achnera,Brinjal,Round/Long,FAQ,25/07/2025,1517.0,1638.0,1531.0
Uttar Pradesh,Agra,Achnera,Sponge gourd,Sponge gourd,FAQ,25/07/2025,1823.0,1989.0,1841.0
Uttar Pradesh,Agra,Agra,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,25/07/2025,7072.0,7700.0,7258.0
Uttar Pradesh,Agra,Agra,Bitter gourd,Bitter Gourd,FAQ,25/07/2025,1996.0,2106.0,2337.0
Uttar Pradesh,Agra,Agra,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,1300.0,1733.0,1703.0
Uttar Pradesh,Agra,Agra,Green Chilli,Green Chilly,FAQ,25/07/2025,4727.0,5115.0,4374.0
Uttar Pradesh,Agra,Agra,Gur(Jaggery),Red,FAQ,25/07/2025,4215.0,4598.0,4366.0
Uttar Pradesh,Agra,Agra,Potato,Desi,FAQ,25/07/2025,1000.0,1161.0,1127.0
Uttar Pradesh,Agra,Fatehabad,Bottle gourd,Bottle Gourd,FAQ,25/07/2025,980.0,1380.0,1240.0
Uttar Pradesh,Agra,Fatehpur Sikri,Bottle gourd,Bottle Gourd,FAQ,25/07/2025,1047.0,1431.0,1318.0
Uttar Pradesh,Agra,Fatehpur Sikri,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,1526.0,1674.0,1856.0
Uttar Pradesh,Aligarh,Aligarh,Brinjal,Round,FAQ,25/07/2025,951.0,1213.0,1204.0
Uttar Pradesh,Aligarh,Aligarh,Ghee,Ghee,FAQ,25/07/2025,51689.0,49795.0,49029.0
Uttar Pradesh,Aligarh,Aligarh,Green Gram (Moong)(Whole),Local (Whole),FAQ,25/07/2025,6529.0,6803.0,6650.0
Uttar Pradesh,Aligarh,Aligarh,Gur(Jaggery),Red,FAQ,25/07/2025,4520.0,4464.0,4078.0
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),Basmati 1509,FAQ,25/07/2025,2481.0,2684.0,2485.0
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),Sugandha,FAQ,25/07/2025,2286.0,2614.0,2760.0
Uttar Pradesh,Aligarh,Aligarh,Pomegranate,Pomogranate,Medium,25/07/2025,7141.0,6806.0,6682.0
Uttar Pradesh,Aligarh,Aligarh,Tomato,Hybrid,FAQ,25/07/2025,2989.0,3245.0,3475.0
Uttar Pradesh,Aligarh,Atrauli,Bhindi(Ladies Finger),Bhindi,FAQ,25/07/2025,1408.0,1644.0,1307.0
Uttar Pradesh,Aligarh,Atrauli,Maize,Hybrid,FAQ,25/07/2025,1958.0,2144.0,1847.0
Uttar Pradesh,Aligarh,Atrauli,Sponge gourd,Sponge gourd,FAQ,25/07/2025,1012.0,1131.0,995.0
Uttar Pradesh,Aligarh,Atrauli,Wheat,Dara,FAQ,25/07/2025,2560.0,2667.0,2408.0
Uttar Pradesh,Aligarh,Khair,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,1171.0,1846.0,1953.0
Uttar Pradesh,Aligarh,Khair,Garlic,Garlic,FAQ,25/07/2025,4554.0,6015.0,5911.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,25/07/2025,9433.0,11233.0,9739.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Ginger(Green),Green Ginger,FAQ,25/07/2025,4379.0,4080.0,3804.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Mousambi(Sweet Lime),Mousambi,Medium,25/07/2025,3623.0,3570.0,3884.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Onion,Red,FAQ,25/07/2025,1351.0,1441.0,1303.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Papaya,Papaya,Medium,25/07/2025,2442.0,2559.0,2868.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Potato,Desi,FAQ,25/07/2025,1084.0,1359.0,1226.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Rice,Common,FAQ,25/07/2025,2853.0,3214.0,2925.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Tomato,Hybrid,FAQ,25/07/2025,2769.0,3037.0,3162.0
Uttar Pradesh,Amethi,Sultanpur,Banana - Green,Banana - Green,FAQ,25/07/2025,1638.0,1674.0,1785.0
Uttar Pradesh,Amethi,Sultanpur,Bhindi(Ladies Finger),Bhindi,FAQ,25/07/2025,1784.0,1879.0,1820.0
Uttar Pradesh,Amethi,Sultanpur,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,2315.0,2359.0,2073.0
Uttar Pradesh,Amethi,Sultanpur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,25/07/2025,2609.0,2833.0,2605.0
Uttar Pradesh,Amethi,Sultanpur,Rice,Common,FAQ,25/07/2025,3478.0,3261.0,3427.0
Uttar Pradesh,Amroha,Hasanpur,Banana,Other,Medium,25/07/2025,1981.0,2999.0,2723.0
Uttar Pradesh,Amroha,Hasanpur,Guava,Guava,Medium,25/07/2025,2196.0,2849.0,2541.0
Uttar Pradesh,Amroha,Hasanpur,Papaya,Papaya,Medium,25/07/2025,1425.0,1526.0,1485.0
Uttar Pradesh,Auraiya,Auraiya,Bottle gourd,Bottle Gourd,FAQ,25/07/2025,1368.0,1519.0,1376.0
Uttar Pradesh,Auraiya,Auraiya,Cabbage,Cabbage,FAQ,25/07/2025,1845.0,2035.0,2289.0
Uttar Pradesh,Auraiya,Auraiya,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,1961.0,2342.0,2280.0
Uttar Pradesh,Auraiya,Auraiya,Onion,Red,FAQ,25/07/2025,1265.0,1547.0,1557.0
Uttar Pradesh,Auraiya,Auraiya,Potato,Desi,FAQ,25/07/2025,1021.0,1421.0,1240.0
Uttar Pradesh,Auraiya,Auraiya,White Peas,White Peas,FAQ,25/07/2025,3185.0,3473.0,3674.0
Uttar Pradesh,Ayodhya,Faizabad,Bottle gourd,Bottle Gourd,FAQ,25/07/2025,1441.0,1470.0,1420.0
Uttar Pradesh,Ayodhya,Faizabad,Garlic,Desi,FAQ,25/07/2025,5891.0,6101.0,7001.0
Uttar Pradesh,Ayodhya,Faizabad,Lentil (Masur)(Whole),Masoor Gola,FAQ,25/07/2025,6895.0,7220.0,6648.0
Uttar Pradesh,Ayodhya,Faizabad,Wheat,Dara,Non-FAQ,25/07/2025,2270.0,2257.0,2282.0
Uttar Pradesh,Azamgarh,Azamgarh,Apple,Delicious,Medium,25/07/2025,12479.0,11980.0,14184.0
Uttar Pradesh,Azamgarh,Azamgarh,Bitter gourd,Bitter Gourd,FAQ,25/07/2025,2310.0,2494.0,2307.0
Uttar Pradesh,Azamgarh,Azamgarh,Green Gram (Moong)(Whole),Green (Whole),FAQ,25/07/2025,9243.0,8395.0,9347.0
Uttar Pradesh,Azamgarh,Azamgarh,Gur(Jaggery),Red,FAQ,25/07/2025,4679.0,4717.0,4627.0
Uttar Pradesh,Azamgarh,Azamgarh,Onion,Red,FAQ,25/07/2025,1434.0,1367.0,1488.0
Uttar Pradesh,Azamgarh,Azamgarh,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,25/07/2025,2226.0,2148.0,1891.0
Uttar Pradesh,Azamgarh,Azamgarh,White Peas,White Peas,FAQ,25/07/2025,4402.0,4039.0,4498.0
Uttar Pradesh,Badaun,Babrala,Maize,Deshi Red,Non-FAQ,25/07/2025,1838.0,1903.0,1816.0
Uttar Pradesh,Badaun,Badayoun,Brinjal,Brinjal,FAQ,25/07/2025,1551.0,1715.0,1691.0
Uttar Pradesh,Badaun,Badayoun,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,2171.0,1900.0,1924.0
Uttar Pradesh,Badaun,Badayoun,Garlic,Garlic,FAQ,25/07/2025,6157.0,6339.0,5941.0
Uttar Pradesh,Badaun,Badayoun,Gur(Jaggery),Red,FAQ,25/07/2025,3865.0,4557.0,4041.0
Uttar Pradesh,Badaun,Badayoun,Papaya,Papaya,Medium,25/07/2025,2887.0,3028.0,2750.0
Uttar Pradesh,Badaun,Badayoun,Potato,Desi,FAQ,25/07/2025,1195.0,1418.0,1221.0
Uttar Pradesh,Badaun,Badayoun,Potato,Desi,Non-FAQ,25/07/2025,1090.0,1255.0,1219.0
Uttar Pradesh,Badaun,Badayoun,Rice,III,FAQ,25/07/2025,3290.0,3145.0,3676.0
Uttar Pradesh,Badaun,Badayoun,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,25/07/2025,1619.0,1998.0,1670.0
Uttar Pradesh,Badaun,Badayoun,Wheat,Dara,FAQ,25/07/2025,2469.0,2666.0,2491.0
Uttar Pradesh,Badaun,Dataganj,Maize,Hybrid,FAQ,25/07/2025,1766.0,1896.0,1782.0
Uttar Pradesh,Badaun,Visoli,Potato,Other,FAQ,25/07/2025,634.0,662.0,704.0
Uttar Pradesh,Badaun,Wazirganj,Cabbage,Cabbage,FAQ,25/07/2025,1279.0,1405.0,1474.0
Uttar Pradesh,Badaun,Wazirganj,Colacasia,Colacasia,FAQ,25/07/2025,2215.0,2612.0,2664.0
Uttar Pradesh,Badaun,Wazirganj,Onion,Red,Non-FAQ,25/07/2025,1369.0,1327.0,1211.0
Uttar Pradesh,Badaun,Wazirganj,Potato,Desi,Non-FAQ,25/07/2025,1035.0,1206.0,1180.0
Uttar Pradesh,Badaun,Wazirganj,Tomato,Deshi,Non-FAQ,25/07/2025,2550.0,3032.0,2812.0
Uttar Pradesh,Baghpat,Bagpat,Onion,Onion,FAQ,25/07/2025,1073.0,1303.0,1245.0
Uttar Pradesh,Baghpat,Baraut,Green Chilli,Green Chilly,FAQ,25/07/2025,4247.0,4834.0,4733.0
Uttar Pradesh,Baghpat,Baraut,Potato,Desi,FAQ,25/07/2025,939.0,1256.0,1055.0
Uttar Pradesh,Baghpat,Baraut,Tomato,Hybrid,Non-FAQ,25/07/2025,2658.0,2885.0,2496.0
Uttar Pradesh,Ballia,Ballia,Apple,Delicious,Medium,25/07/2025,14256.0,13007.0,12400.0
Uttar Pradesh,Ballia,Ballia,Gur(Jaggery),Red,FAQ,25/07/2025,4167.0,4338.0,4258.0
Uttar Pradesh,Ballia,Ballia,Wheat,Dara,FAQ,25/07/2025,2694.0,2362.0,2559.0
Uttar Pradesh,Ballia,Vilthararoad,Banana,Medium,Medium,25/07/2025,1819.0,1872.0,1774.0
Uttar Pradesh,Ballia,Vilthararoad,Rice,III,FAQ,25/07/2025,2013.0,2295.0,2177.0
Uttar Pradesh,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,25/07/2025,14197.0,13919.0,14068.0
Uttar Pradesh,Balrampur,Tulsipur,Green Chilli,Green Chilly,FAQ,25/07/2025,6090.0,6182.0,5443.0
Uttar Pradesh,Banda,Banda,Green Peas,Green Peas,FAQ,25/07/2025,10584.0,10055.0,9775.0
Uttar Pradesh,Banda,Banda,Pumpkin,Pumpkin,FAQ,25/07/2025,1593.0,1860.0,1690.0
Uttar Pradesh,Banda,Banda,Rice,III,FAQ,25/07/2025,3344.0,3666.0,3057.0
Uttar Pradesh,Barabanki,Barabanki,Apple,Delicious,Medium,25/07/2025,12876.0,12821.0,11797.0
Uttar Pradesh,Barabanki,Barabanki,Banana,Banana - Ripe,Medium,25/07/2025,3054.0,2971.0,2579.0
Uttar Pradesh,Barabanki,Barabanki,Colacasia,Colacasia,FAQ,25/07/2025,2136.0,2252.0,2380.0
Uttar Pradesh,Barabanki,Barabanki,Mousambi(Sweet Lime),Mousambi,Medium,25/07/2025,3715.0,3207.0,3713.0
Uttar Pradesh,Barabanki,Barabanki,Peas(Dry),Peas(Dry),FAQ,25/07/2025,4141.0,4575.0,4336.0
Uttar Pradesh,Bareilly,Bareilly,Banana,Other,Medium,25/07/2025,2604.0,2628.0,3123.0
Uttar Pradesh,Bareilly,Bareilly,Green Chilli,Other,FAQ,25/07/2025,4194.0,4226.0,4338.0
Uttar Pradesh,Bareilly,Bareilly,Gur(Jaggery),Red,FAQ,25/07/2025,4269.0,4198.0,4146.0
Uttar Pradesh,Bareilly,Bareilly,Mousambi(Sweet Lime),Mousambi,Medium,25/07/2025,3243.0,3441.0,3594.0
Uttar Pradesh,Bareilly,Bareilly,Potato,Potato,FAQ,25/07/2025,1153.0,1096.0,1081.0
Uttar Pradesh,Bareilly,Bareilly,Tomato,Local,FAQ,25/07/2025,3030.0,2874.0,2839.0
Uttar Pradesh,Bareilly,Bareilly,Tomato,Local,Non-FAQ,25/07/2025,2633.0,2395.0,2780.0
Uttar Pradesh,Basti,Basti,Bottle gourd,Bottle Gourd,FAQ,25/07/2025,1501.0,1629.0,1570.0
Uttar Pradesh,Bijnor,Bijnaur,Apple,Delicious,Medium,25/07/2025,11367.0,11496.0,11958.0
Uttar Pradesh,Bijnor,Bijnaur,Brinjal,Round/Long,FAQ,25/07/2025,1639.0,1784.0,1734.0
Uttar Pradesh,Bijnor,Bijnaur,Green Chilli,Green Chilly,FAQ,25/07/2025,4937.0,5173.0,4957.0
Uttar Pradesh,Bijnor,Bijnaur,Mousambi(Sweet Lime),Mousambi,Medium,25/07/2025,3224.0,3192.0,3637.0
Uttar Pradesh,Bulandshahar,Anoop Shahar,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,1723.0,1862.0,1756.0
Uttar Pradesh,Bulandshahar,Anoop Shahar,Raddish,Raddish,FAQ,25/07/2025,633.0,1049.0,829.0
Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,FAQ,25/07/2025,1484.0,1701.0,1608.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Colacasia,Colacasia,FAQ,25/07/2025,2041.0,2039.0,2291.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Onion,Red,FAQ,25/07/2025,1379.0,1471.0,1460.0
Uttar Pradesh,Bulandshahar,Sikarpur,Bhindi(Ladies Finger),Bhindi,FAQ,25/07/2025,1269.0,1432.0,1381.0
Uttar Pradesh,Bulandshahar,Sikarpur,Cauliflower,Cauliflower,FAQ,25/07/2025,2628.0,3246.0,3023.0
Uttar Pradesh,Bulandshahar,Sikarpur,Garlic,Garlic,FAQ,25/07/2025,6835.0,7740.0,7088.0
Uttar Pradesh,Bulandshahar,Sikarpur,Onion,Red,FAQ,25/07/2025,1224.0,1421.0,1373.0
Uttar Pradesh,Bulandshahar,Sikarpur,Potato,Potato,FAQ,25/07/2025,803.0,1172.0,923.0
Uttar Pradesh,Bulandshahar,Sikarpur,Sponge gourd,Sponge gourd,FAQ,25/07/2025,1454.0,1484.0,1408.0
Uttar Pradesh,Bulandshahar,Siyana,Mousambi(Sweet Lime),Mousambi,Medium,25/07/2025,2069.0,1890.0,1761.0
Uttar Pradesh,Bulandshahar,Siyana,Paddy(Dhan)(Basmati),Basmati 1509,Non-FAQ,25/07/2025,3021.0,3222.0,3133.0
Uttar Pradesh,Bulandshahar,Siyana,Potato,Desi,FAQ,25/07/2025,962.0,1166.0,1030.0
Uttar Pradesh,Chandauli,Chandoli,Bhindi(Ladies Finger),Bhindi,FAQ,25/07/2025,1699.0,1922.0,1821.0
Uttar Pradesh,Chandauli,Chandoli,Pomegranate,Pomogranate,Medium,25/07/2025,8165.0,6945.0,6980.0
Uttar Pradesh,Chandauli,Chandoli,Wheat,Dara,FAQ,25/07/2025,2362.0,2607.0,2325.0
Uttar Pradesh,Deoria,Devariya,Onion,Red,FAQ,25/07/2025,1332.0,1566.0,1559.0
Uttar Pradesh,Deoria,Devariya,Potato,Potato,FAQ,25/07/2025,1164.0,1250.0,1259.0
Uttar Pradesh,Deoria,Devariya,Tomato,Hybrid,FAQ,25/07/2025,3213.0,2732.0,2789.0
Uttar Pradesh,Etawah,Bharthna,Potato,Desi,FAQ,25/07/2025,1162.0,1283.0,1136.0
Uttar Pradesh,Etawah,Bharthna,Raddish,Raddish,FAQ,25/07/2025,2558.0,2619.0,2677.0
Uttar Pradesh,Etawah,Etawah,Bitter gourd,Bitter Gourd,FAQ,25/07/2025,3433.0,3724.0,4151.0
Uttar Pradesh,Etawah,Etawah,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,25/07/2025,11944.0,11971.0,11846.0
Uttar Pradesh,Etawah,Etawah,Brinjal,Brinjal,FAQ,25/07/2025,1448.0,1671.0,1563.0
Uttar Pradesh,Etawah,Etawah,Cauliflower,Cauliflower,FAQ,25/07/2025,4440.0,4893.0,4217.0
Uttar Pradesh,Etawah,Etawah,Green Chilli,Green Chilly,FAQ,25/07/2025,6298.0,6520.0,6074.0
Uttar Pradesh,Etawah,Etawah,Green Gram (Moong)(Whole),Green (Whole),FAQ,25/07/2025,8565.0,9711.0,9254.0
Uttar Pradesh,Etawah,Etawah,Pumpkin,Pumpkin,FAQ,25/07/2025,1352.0,1627.0,1426.0
Uttar Pradesh,Etawah,Etawah,Rice,III,FAQ,25/07/2025,3077.0,3449.0,3355.0
Uttar Pradesh,Etawah,Etawah,Wheat,Dara,FAQ,25/07/2025,2622.0,2429.0,2349.0
Uttar Pradesh,Etawah,Jasvantnagar,Maize,Yellow,FAQ,25/07/2025,2189.0,1948.0,2126.0
Uttar Pradesh,Farukhabad,Farukhabad,Apple,Delicious,Medium,25/07/2025,13389.0,14108.0,14495.0
Uttar Pradesh,Farukhabad,Farukhabad,Bottle gourd,Bottle Gourd,FAQ,25/07/2025,994.0,1100.0,1050.0
Uttar Pradesh,Farukhabad,Farukhabad,Brinjal,Round/Long,FAQ,25/07/2025,1398.0,1553.0,1496.0
Uttar Pradesh,Farukhabad,Farukhabad,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2025,2072.0,2113.0,2154.0
